"번호","k-아파트코드","k-아파트명","k-단지분류(아파트,주상복합등등)","kapt도로명주소","주소(시도)k-apt주소split","주소(시군구)","주소(읍면동)","나머지주소","주소(도로명)","주소(도로상세주소)","k-전화번호","k-팩스번호","단지소개기존clob","단지첨부파일","k-세대타입(분양형태)","k-관리방식","k-복도유형","k-난방방식","k-전체동수","k-전체세대수","k-건설사(시공사)","k-시행사","k-사용검사일-사용승인일","k-연면적","k-주거전용면적","k-관리비부과면적","k-전용면적별세대현황(60㎡이하)","k-전용면적별세대현황(60㎡~85㎡이하)","k-85㎡~135㎡이하","k-135㎡초과","k-홈페이지","k-등록일자","k-수정일자","고용보험관리번호","경비비관리형태","세대전기계약방법","청소비관리형태","건축면적","주차대수","기타/의무/임대/임의=1/2/3/4","단지승인일","사용허가여부","관리비 업로드","좌표X","좌표Y","단지신청일"
"18302","A10026797","당산롯데캐슬프레스티지 아파트","아파트","서울특별시 영등포구 영신로 237","서울","영등포구","당산동4가","당산동4가 당산롯데캐슬프레스티지아파트","영신로","237","0220693204","0220693206","","","분양","위탁관리","계단식","개별난방","2","198","롯데건설(주)","당산제4구역 주택재개발조합","2017-07-28 00:00:00.0","22832","16827","21992","0","198","0","","","2017-09-28 03:18:12.0","2022-04-05 14:17:30.0","","위탁","종합계약","위탁","0.00","302","의무","2018-06-20 16:44:06.0","Y","N","126.903249935","37.528646161","2017-09-28 03:18:12.0"
"18321","A10026792","백운한비치2차","아파트","서울특별시 금천구 금하로23길 52","서울","금천구","시흥동","시흥동 백운한비치2차","금하로23길","52","028961110","0232861110","","","분양","위탁관리","계단식","개별난방","2","112","백운건설","삼천리연합 지역주택조합","2008-01-15 00:00:00.0","13856","8632","10866","31","81","0","","","2017-10-01 03:23:03.0","2022-04-05 13:58:43.0","20981388680","위탁+직영","단일계약","위탁+직영","1277.00","117","임의","2017-10-10 15:59:55.0","Y","N","126.909304414","37.453598197","2017-10-01 03:23:03.0"
"18361","A10026759","용산푸르지오써밋","주상복합","서울특별시 용산구 한강대로 69","서울","용산구","한강로2가","용산푸르지오써밋","한강대로","69","027926910","027926911","","","분양","위탁관리","복도식","개별난방","1","151","대우건설(주)","용산역전면제2구역도시환경정비사업조합","2017-08-01 00:00:00.0","47211","21534","47211","0","0","63","","","2017-10-18 20:18:06.0","2022-04-05 04:36:42.0","","위탁","종합계약","위탁","4375.49","336","의무","2019-03-27 17:53:47.0","Y","N","126.964891822","37.527041168","2017-10-18 20:18:06.0"
"18401","A10026748","옥수파크힐스아파트","아파트","서울특별시 성동구 매봉길 50","서울","성동구","옥수동","관리사무소","매봉길","50","0222910911","0222810911","","","임대+분양","위탁관리","계단식","개별난방","25","1976","대림산업(주)","옥수13구역재개발","2016-11-09 00:00:00.0","287808","135264","181723","1131","747","98","","","2017-10-26 20:52:48.0","2022-04-05 05:23:18.0","","위탁","단일계약","위탁","16938.50","2473","의무","2018-04-11 11:47:10.0","Y","N","127.012736958","37.547818816","2017-10-26 20:52:48.0"
"18421","A10026734","송파레미니스아파트","아파트","","서울","송파구","오금동","송파레미니스아파트","","","024035100","024065900","","","임대+분양","위탁관리","혼합식","개별난방","5","575","한신공영(주)","서울도시주택공사","2017-11-02 00:00:00.0","69081","31914","46917","439","136","0","","송파레미니스.apti.co.kr","2017-11-07 06:46:03.0","2022-04-05 18:32:22.0","","직영","종합계약","직영","3625.70","575","의무","2017-11-07 14:04:04.0","Y","N","127.136922525526","37.506522605093","2017-11-07 06:46:03.0"
"18441","A10026720","래미안 프리미어 팰리스","아파트","서울특별시 광진구 아차산로 345","서울","광진구","자양동","(자양동 래미안프리미어팰리스)","아차산로","345","024565090","024565092","","","임대+분양","위탁관리","계단식","개별난방","2","264","삼성물산","-","2017-10-26 00:00:00.0","64779","21636","29828","48","192","24","","","2017-11-10 21:15:26.0","2022-04-05 05:50:28.0","","위탁","종합계약","위탁","3752.53","361","의무","2019-04-08 16:58:39.0","Y","N","127.081371623","37.538005998","2017-11-10 21:15:26.0"
"18461","A10026710","프라비다2","아파트","서울특별시 관악구 남부순환로218길 37","서울","관악구","봉천동","","남부순환로218길","37","028821333","028899524","","","분양","위탁관리","복도식","개별난방","1","208","대호아이피종합건설","대호아이피종합건설","2013-02-27 00:00:00.0","10936","4093","7385","208","0","0","","","2017-11-17 04:30:09.0","2022-04-05 15:40:56.0","","위탁","단일계약","위탁","710.06","67","의무","2021-08-27 15:09:16.0","Y","Y","126.950472217","37.479692886","2021-08-27 15:07:20.0"
"18481","A10026682","위례포레샤인아파트","아파트","서울특별시 송파구 위례순환로 477","서울","송파구","장지동","위례포레샤인아파트","위례순환로","477","024013352","024013360","","","임대","위탁관리","혼합식","지역난방","23","2200","계룡건설","서울주택도시공사","2017-09-28 00:00:00.0","261685","121619","260036","1758","442","0","","","2017-12-05 06:49:02.0","2022-04-05 18:26:17.0","","위탁","종합계약","위탁","17996.11","2334","임대","2018-04-04 13:51:20.0","Y","N","127.134102732","37.476533455","2017-12-05 06:49:02.0"
"18521","A10026626","금천롯데캐슬골드파크2차","주상복합","서울특별시 금천구 벚꽃로 30","서울","금천구","독산동","금천롯데캐슬골드파크2차","벚꽃로","30","028370013","028370014","","","임대+분양","위탁관리","계단식","개별난방","2","292","롯데건설(주)","제이피홀딩스피에프브이","2017-09-28 00:00:00.0","29236","21235","29236","141","151","0","","","2017-12-28 03:42:23.0","2022-04-05 13:51:01.0","","위탁","종합계약","위탁","79162.45","360","의무","2018-01-02 16:50:43.0","Y","N","126.89431017","37.458265335","2017-12-28 03:42:23.0"
"18541","A10026604","북한산 더샵","아파트","서울특별시 서대문구 통일로 510","서울","서대문구","홍은동","","통일로","510","023919903","023919905","","","임대+분양","위탁관리","혼합식","개별난방","8","552","포스코건설","홍은12구역주택재개발정비사업조합","2017-12-18 00:00:00.0","94686","42118","54604","185","291","76","","www.bhsthesharp.com","2018-01-10 00:57:07.0","2022-04-05 10:36:46.0","918-14-76528-1","위탁","종합계약","위탁","4222.15","834","의무","2019-05-29 15:22:06.0","Y","N","126.941172485","37.594565358","2018-01-10 00:57:07.0"
"18561","A10026571","꿈의숲코오롱하늘채아파트","아파트","서울특별시 성북구 돌곶이로 220","서울","성북구","장위동","101동지하1 층","돌곶이로","220","029199378","029199380","","","임대+분양","위탁관리","혼합식","개별난방","5","513","코오롱글로벌(주)","장위2구역주택재개발정비사업조합","2017-10-30 00:00:00.0","83257","35478","48955","242","268","3","","www.aptner.com","2018-01-17 22:45:06.0","2022-04-05 07:27:27.0","20981344456","위탁","종합계약","위탁","3959.49","614","의무","2018-02-05 13:40:01.0","Y","N","127.045902701","37.620483346","2018-01-17 22:45:06.0"
"18678","A13974401","공릉현대","","서울특별시 노원구 동일로176길 39-12","서울","노원구","공릉동","","동일로176길","39-12","029774828","030309444828","","","분양","위탁관리","기타","개별난방","","145","","","","0","10559","0","60","85","0","","","2018-01-23 22:38:10.0","2022-04-05 08:43:44.0","90700324371","위탁","단일계약","위탁","17067.00","145","임의","2020-07-17 00:00:00.0","Y","N","127.077220763","37.621023528","2018-01-23 22:38:10.0"
"18841","A10026517","서울역한라비발디센트럴아파트","아파트","서울특별시 중구 만리재로 177","서울","중구","만리동2가","서울역한라비발디아파트 관리사무소","만리재로","177","0231471199","0231471198","","","분양","위탁관리","계단식","개별난방","4","199","(주)한라건설","만리제1주택재개발 정비사업조합","2018-01-16 00:00:00.0","32552","16179","21340","0","197","2","","","2018-02-08 20:15:17.0","2022-04-05 04:26:08.0","","위탁","종합계약","위탁","2558.94","225","의무","2019-01-28 15:57:06.0","Y","N","126.965925429","37.554461667","2018-02-08 20:15:17.0"
"18861","A10026470","힐스테이트서울숲리버","아파트","서울특별시 성동구 독서당로 344","서울","성동구","금호동4가","","독서당로","344","0222820584","0222820084","","","임대+분양","위탁관리","혼합식","개별난방","15","606","현대건설","금호20주택재개발조합","2018-02-19 00:00:00.0","107557","47242","61809","237","255","86","","","2018-02-23 20:52:57.0","2022-04-05 05:17:20.0","","위탁","종합계약","위탁","7631.67","757","의무","2018-03-23 11:00:19.0","Y","N","127.025765703","37.546449237","2018-02-23 20:52:57.0"
"19140","A10026418","e편한세상금호파크힐스","아파트","서울특별시 성동구 금호로 140","서울","성동구","금호동1가","관리사무소","금호로","140","0222929168","0222929166","","","임대+분양","위탁관리","계단식","개별난방","17","1330","대림산업","금호제15구역주택재개발정비사업조합","2019-05-09 00:00:00.0","195524","95462","130787","654","616","60","","","2018-03-23 20:40:11.0","2022-04-05 05:10:17.0","","위탁","종합계약","위탁","10307.26","1547","의무","2018-04-18 17:05:29.0","Y","N","127.02150397","37.554065425","2018-03-23 20:40:11.0"
"19260","A10026414","은평뉴타운솔하임","주상복합","서울특별시 은평구 통일로 1080","서울","은평구","진관동","지하 1층","통일로","1080","023533324","023543324","","","분양","위탁관리","혼합식","지역난방","3","260","(주)삼전건설","(주)삼전건설","2017-09-28 00:00:00.0","22371","8219","22371","260","0","0","","","2018-03-26 16:41:02.0","2022-04-05 10:16:42.0","","위탁","종합계약","위탁","2628.13","482","의무","2018-04-27 14:08:30.0","Y","Y","126.917530474","37.639233488","2018-03-26 16:41:02.0"
"19316","A10026403","고덕숲아이파크아파트","아파트","서울특별시 강동구 고덕로80길 134","서울","강동구","상일동","고덕숲아이파크아파트","고덕로80길","134","024429927","024429928","","","임대+분양","위탁관리","계단식","지역난방","13","687","현대산업개발(주)","고덕주공4단지주택재건축정비사업조합","2018-03-08 00:00:00.0","114534","52861","71361","258","387","42","","gdsipark.apti.co.k","2018-04-01 20:01:53.0","2022-04-05 18:49:06.0","91714622081","위탁","종합계약","위탁","6329.17","917","의무","2018-09-10 10:33:45.0","Y","N","127.164713884","37.553199667","2018-04-01 20:01:53.0"
"19381","A10026362","송파호반베르디움더퍼스트","아파트","서울특별시 송파구 동남로 342","서울","송파구","오금동","송파호반베르디움더퍼스트","동남로","342","024004051","024004052","","","분양","위탁관리","계단식","개별난방","3","220","(주)호반건설","(주)티에스주택","2018-02-23 00:00:00.0","48125","22322","28608","0","0","220","","송호베.apti.co.kr","2018-04-17 13:45:19.0","2022-04-05 18:33:25.0","918-15-59912-1","위탁","종합계약","위탁","2456.05","400","의무","2018-02-23 00:00:00.0","Y","N","127.14273705","37.513461955","2018-04-17 13:45:19.0"
"19961","A10026370","e편한세상신촌아파트","아파트","서울특별시 서대문구 북아현로1길 17","서울","서대문구","북아현동","","북아현로1길","17","023139072","023139075","","","임대+분양","위탁관리","혼합식","개별난방","22","1910","대림산업","북아현1-3 재개발 조합","2018-05-03 00:00:00.0","306274","136385","185847","823","1043","44","","","2018-05-09 02:00:35.0","2022-04-05 10:22:49.0","91714598221","위탁","단일계약","위탁","68659.90","2286","의무","2017-03-28 00:00:00.0","Y","N","126.954974315","37.558298572","2020-02-18 09:00:00.0"
"19964","A10026411","래미안서초에스티지에스아파트","아파트","","서울","서초구","서초동","104","","","025978701","025978702","","","임대+분양","위탁관리","혼합식","지역난방","5","593","삼성물산","서초우성2차아파트 주택재건축조합","2018-01-24 00:00:00.0","108546","53299","70432","91","346","156","","","2018-05-09 09:19:19.0","2022-04-05 16:42:22.0","91815241801","위탁","종합계약","위탁","108556.49","854","의무","2018-06-01 14:29:38.0","Y","N","127.027121","37.492859","2018-05-09 09:19:19.0"
"19965","A10026350","삼성동센트럴아이파크","아파트","서울특별시 강남구 삼성로 629","서울","강남구","삼성동","생활지원센터","삼성로","629","025415951","025415953","","","임대+분양","위탁관리","계단식","지역난방","4","416","현대산업개발","상아3차아파트주택재건축정비사업조합","2018-03-30 00:00:00.0","74102","34877","46757","115","204","75","","","2018-05-09 09:48:21.0","2022-04-05 17:12:30.0","","위탁","종합계약","위탁","3011.80","743","의무","2019-05-30 09:32:50.0","Y","N","127.051321691","37.51579097","2018-05-09 09:48:21.0"
"19981","A10026311","순영웰라이빌아파트","아파트","서울특별시 영등포구 영등포로62길 42","서울","영등포구","영등포동","","영등포로62길","42","028497740","028497740","","","분양","위탁관리","계단식","개별난방","2","136","(주)순영종합건설","(주)순영종합건설","2002-07-18 00:00:00.0","20225","11544","11544","0","136","0","","","2018-05-16 09:49:03.0","2022-04-05 14:00:02.0","","위탁","종합계약","위탁","1021.59","166","임의","2020-07-03 14:35:55.0","Y","N","126.912953086","37.516572774","2018-05-16 09:49:03.0"
"19982","A10026299","래미안로이파크아파트","아파트","서울특별시 동작구 사당로23길 112","서울","동작구","사당동","생활지원센터","사당로23길","112","025959481","025959483","","","임대+분양","위탁관리","계단식","개별난방","6","668","삼성물산(주)","사당1 주택재건축정비사업","2018-12-27 00:00:00.0","117328","53753","68673","158","486","24","","","2018-05-16 11:44:43.0","2022-04-05 15:20:47.0","","위탁","종합계약","위탁","4902.75","873","의무","2018-10-29 10:06:29.0","Y","N","126.974221693","37.487543475","2018-05-16 11:44:43.0"
"20001","A10026289","공릉2차신도브래뉴아파트","아파트","서울특별시 노원구 동일로193길 7","서울","노원구","공릉동","","동일로193길","7","029731567","029732360","","","분양","위탁관리","혼합식","개별난방","1","138","(주)신도종합건설","(주)신도종합건설","2002-11-29 00:00:00.0","21270","11038","15414","0","138","0","","","2018-05-25 01:37:55.0","2022-04-05 08:42:53.0","","위탁+직영","단일계약","위탁","0.00","0","기타","2020-09-22 17:20:34.0","Y","N","127.071996685","37.625663861","2020-09-22 17:00:41.0"
